crew_id,stayover_outstation_count,deadhead_count,deadhead_position_count,inconsistent_location_count,insufficient_transfer_count,flight_task_limit,duty_task_limit,flight_time_limit,rest_time_limit,duty_time_limit,cycle_rule_count,total_duty_time_limit,unqualified_crew_count,total_duty_days,total_flight_time
Crew_10365,2,0,0,0,0,0,0,0,0,0,0,0,0,5,25.800000000000004
Crew_10366,7,0,0,0,0,0,0,0,0,0,0,0,0,5,31.383333333333333
Crew_10367,6,0,0,0,0,0,0,0,0,0,0,0,0,4,26.61666666666666
Crew_10368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10369,6,1,0,0,0,0,0,0,0,0,0,0,0,5,20.43333333333333
Crew_10370,4,0,0,0,0,0,0,0,0,0,0,0,0,5,19.249999999999996
Crew_10371,6,1,0,0,0,0,0,0,0,0,0,0,0,5,31.583333333333336
Crew_10372,4,0,0,0,0,0,0,0,0,0,0,0,0,5,24.5
Crew_10373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10374,2,0,0,0,0,0,0,0,0,0,0,0,0,4,22.55
Crew_10375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10376,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.75
Crew_10377,4,0,0,0,0,0,0,0,0,0,0,0,0,5,26.316666666666666
Crew_10378,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7.816666666666666
Crew_10379,5,0,0,0,0,0,0,0,0,0,0,0,0,5,32.35
Crew_10381,1,1,0,0,0,0,0,0,0,0,0,0,0,5,19.05
Crew_10382,7,0,0,0,0,0,0,0,0,0,0,0,0,5,22.616666666666667
Crew_10383,1,1,0,0,0,0,0,0,0,0,0,0,0,3,17.283333333333335
Crew_10384,2,2,0,0,0,0,0,0,0,0,0,0,0,3,14.833333333333332
Crew_10385,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6.550000000000001
Crew_10387,1,1,0,0,0,0,0,0,0,0,0,0,0,2,12.833333333333332
Crew_10388,2,2,0,0,0,0,0,0,0,0,0,0,0,4,12.966666666666667
Crew_10389,4,0,0,0,0,0,0,0,0,0,0,0,0,4,19.900000000000002
Crew_10390,4,1,0,0,0,0,0,0,0,0,0,0,0,5,19.86666666666667
Crew_10391,4,0,0,0,0,0,0,0,0,0,0,0,0,3,20.96666666666667
Crew_10392,5,0,0,0,0,0,0,0,0,0,0,0,0,4,21.75
Crew_10393,3,3,0,0,0,0,0,0,0,0,0,0,0,3,12.583333333333332
Crew_10394,5,0,0,0,0,0,0,0,0,0,0,0,0,5,29.266666666666666
Crew_10395,2,0,0,0,0,0,0,0,0,0,0,0,0,4,20.95
Crew_10396,1,1,0,0,0,0,0,0,0,0,0,0,0,2,13.916666666666668
Crew_10398,7,2,0,0,0,0,0,0,0,0,0,0,0,5,31.583333333333336
Crew_10400,3,0,0,0,0,0,0,0,0,0,0,0,0,4,18.533333333333335
Crew_10401,5,1,0,0,0,0,0,0,0,0,0,0,0,4,19.083333333333332
Crew_10402,1,0,0,0,0,0,0,0,0,0,0,0,0,3,16.083333333333336
Crew_10403,2,0,0,0,0,0,0,0,0,0,0,0,0,2,13.75
Crew_10404,2,2,0,0,0,0,0,0,0,0,0,0,0,1,5.750000000000001
Crew_10405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10406,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17.800000000000004
Crew_10407,5,0,0,0,0,0,0,0,0,0,0,0,0,4,24.75
Crew_10408,4,0,0,0,0,0,0,0,0,0,0,0,0,5,29.516666666666666
Crew_10411,3,0,0,0,0,0,0,0,0,0,0,0,0,4,20.2
Crew_10412,6,0,0,0,0,0,0,0,0,0,0,0,0,4,9.85
Crew_10414,5,0,0,0,0,0,0,0,0,0,0,0,2,4,9.7
Crew_10417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10420,6,0,0,0,0,0,0,0,0,0,0,0,0,3,15.683333333333334
Crew_10421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10423,6,0,0,0,0,0,0,0,0,0,0,0,2,5,13.75
Crew_10424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10425,6,0,0,0,0,0,0,0,0,0,0,0,2,5,18.700000000000003
Crew_10426,1,0,0,0,0,0,0,0,0,0,0,0,4,5,20.25
Crew_10427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10428,5,0,0,0,0,0,0,0,0,0,0,0,0,5,24.900000000000002
Crew_10430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10431,6,0,0,0,0,0,0,0,0,0,0,0,0,4,15.683333333333332
Crew_10432,5,0,0,0,0,0,0,0,0,0,0,0,0,3,7.616666666666666
Crew_10433,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10434,6,0,0,0,0,0,0,0,0,0,0,0,0,4,12.433333333333334
Crew_10435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10437,5,0,0,0,0,0,0,0,0,0,0,0,0,5,15.666666666666666
Crew_10438,1,0,0,0,0,0,0,0,0,0,0,0,6,5,16.683333333333334
Crew_10439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10440,1,0,0,0,0,0,0,0,0,0,0,0,0,5,15.3
Crew_10441,6,0,0,0,0,0,0,0,0,0,0,0,2,5,14.3
Crew_10442,2,0,0,0,0,0,0,0,0,0,0,0,0,4,14.166666666666666
Crew_10443,4,0,0,0,0,0,0,0,0,0,0,0,0,4,15.8
Crew_10444,3,0,0,0,0,0,0,0,0,0,0,0,0,4,14.683333333333332
Crew_10445,4,0,0,0,0,0,0,0,0,0,0,0,0,3,12.25
Crew_10446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10448,7,0,0,0,0,0,0,0,0,0,0,0,0,5,19.799999999999997
Crew_10449,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10450,6,0,0,0,0,0,0,0,0,0,0,0,0,4,14.8
Crew_10452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10453,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10455,5,0,0,0,0,0,0,0,0,0,0,0,0,4,16.066666666666666
Crew_10456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10457,5,0,0,0,0,0,0,0,0,0,0,0,2,4,21.5
Crew_10458,5,0,0,0,0,0,0,0,0,0,0,0,3,4,16.85
Crew_10459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10461,6,0,0,0,0,0,0,0,0,0,0,0,0,3,12.3
Crew_10463,2,0,0,0,0,0,0,0,0,0,0,0,0,4,13.5
Crew_10464,4,0,0,0,0,0,0,0,0,0,0,0,0,2,10.566666666666666
Crew_10467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10468,2,0,0,0,0,0,0,0,0,0,0,0,0,2,11.2
Crew_10470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10471,3,0,0,0,0,0,0,0,0,0,0,0,0,4,18.45
Crew_10472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10473,6,0,0,0,0,0,0,0,0,0,0,0,0,4,20.03333333333333
Crew_10474,6,0,0,0,0,0,0,0,0,0,0,0,2,5,17.933333333333334
Crew_10475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10476,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10477,5,0,0,0,0,0,0,0,0,0,0,0,2,3,10.6
Crew_10478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10483,3,0,0,0,0,0,0,0,0,0,0,0,0,4,13.716666666666667
Crew_10486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10488,3,0,0,0,0,0,0,0,0,0,0,0,1,4,8.533333333333333
Crew_10491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10492,6,0,0,0,0,0,0,0,0,0,0,0,2,5,12.483333333333334
Crew_10493,5,0,0,0,0,0,0,0,0,0,0,0,0,3,8.649999999999999
Crew_10494,3,0,0,0,0,0,0,0,0,0,0,0,0,4,18.516666666666666
Crew_10495,6,0,0,0,0,0,0,0,0,0,0,0,2,4,15.35
Crew_10496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10497,5,0,0,0,0,0,0,0,0,0,0,0,4,4,9.950000000000001
Crew_10499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10500,4,0,0,0,0,0,0,0,0,0,0,0,2,4,16.85
Crew_10501,3,0,0,0,0,0,0,0,0,0,0,0,0,3,14.983333333333334
Crew_10502,7,0,0,0,0,0,0,0,0,0,0,0,2,3,9.683333333333334
Crew_10504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10508,4,0,0,0,0,0,0,0,0,0,0,0,2,4,18.066666666666666
Crew_10509,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10511,2,0,0,0,0,0,0,0,0,0,0,0,0,4,19.633333333333333
Crew_10512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10513,6,0,0,0,0,0,0,0,0,0,0,0,0,4,6.5
Crew_10515,5,0,0,0,0,0,0,0,0,0,0,0,2,4,16.05
Crew_10516,3,0,0,0,0,0,0,0,0,0,0,0,2,3,11.566666666666666
Crew_10518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10521,4,0,0,0,0,0,0,0,0,0,0,0,0,4,11.066666666666666
Crew_10523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10524,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10527,4,0,0,0,0,0,0,0,0,0,0,0,2,4,14.533333333333333
Crew_10528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10529,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10530,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10532,6,0,0,0,0,0,0,0,0,0,0,0,0,3,11.216666666666669
Crew_10534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10535,4,0,0,0,0,0,0,0,0,0,0,0,0,3,12.116666666666665
Crew_10536,6,0,0,0,0,0,0,0,0,0,0,0,0,4,10.983333333333334
Crew_10537,4,0,0,0,0,0,0,0,0,0,0,0,0,4,12.883333333333331
Crew_10539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10542,4,0,0,0,0,0,0,0,0,0,0,0,0,3,9.333333333333334
Crew_10543,4,0,0,0,0,0,0,0,0,0,0,0,2,4,15.116666666666665
Crew_10544,6,0,0,0,0,0,0,0,0,0,0,0,0,3,17.066666666666663
Crew_10545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10546,3,0,0,0,0,0,0,0,0,0,0,0,0,4,13.033333333333333
Crew_10547,3,0,0,0,0,0,0,0,0,0,0,0,0,4,12.55
Crew_10548,6,0,0,0,0,0,0,0,0,0,0,0,0,3,7.966666666666666
Crew_10549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10552,1,0,0,0,0,0,0,0,0,0,0,0,2,3,14.2
Crew_10553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10554,4,0,0,0,0,0,0,0,0,0,0,0,2,3,14.216666666666667
Crew_10555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10558,4,0,0,0,0,0,0,0,0,0,0,0,0,4,17.983333333333334
Crew_10560,6,0,0,0,0,0,0,0,0,0,0,0,2,3,16.78333333333333
Crew_10561,6,0,0,0,0,0,0,0,0,0,0,0,2,4,16.166666666666668
Crew_10562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10563,1,0,0,0,0,0,0,0,0,0,0,0,2,2,15.349999999999998
Crew_10564,7,0,0,0,0,0,0,0,0,0,0,0,0,5,17.433333333333334
Crew_10565,4,0,0,0,0,0,0,0,0,0,0,0,0,4,16.55
Crew_10566,6,0,0,0,0,0,0,0,0,0,0,0,0,4,17.433333333333334
Crew_10567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10569,2,0,0,0,0,0,0,0,0,0,0,0,1,3,8.700000000000001
Crew_10570,4,0,0,0,0,0,0,0,0,0,0,0,0,4,11.733333333333333
Crew_10572,4,0,0,0,0,0,0,0,0,0,0,0,0,4,14.216666666666665
Crew_10573,4,0,0,0,0,0,0,0,0,0,0,0,2,4,8.516666666666666
Crew_10574,3,0,0,0,0,0,0,0,0,0,0,0,0,4,11.8
Crew_10576,5,0,0,0,0,0,0,0,0,0,0,0,0,4,11.533333333333333
Crew_10577,2,0,0,0,0,0,0,0,0,0,0,0,0,4,15.616666666666667
Crew_10578,3,0,0,0,0,0,0,0,0,0,0,0,2,4,12.6
Crew_10580,5,0,0,0,0,0,0,0,0,0,0,0,2,3,7.949999999999999
Crew_10581,7,0,0,0,0,0,0,0,0,0,0,0,0,5,13.45
Crew_10582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10586,3,0,0,0,0,0,0,0,0,0,0,0,3,4,15.266666666666667
Crew_10587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10588,3,0,0,0,0,0,0,0,0,0,0,0,2,3,13.166666666666666
Crew_10589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10590,2,0,0,0,0,0,0,0,0,0,0,0,2,2,14.166666666666668
Crew_10591,5,0,0,0,0,0,0,0,0,0,0,0,0,4,14.266666666666666
Crew_10592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10595,7,0,0,0,0,0,0,0,0,0,0,0,0,3,8.516666666666667
Crew_10596,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10599,3,0,0,0,0,0,0,0,0,0,0,0,2,5,21.15
Crew_10600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10601,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7.383333333333333
Crew_10602,2,0,0,0,0,0,0,0,0,0,0,0,4,4,18.166666666666668
Crew_10604,2,0,0,0,0,0,0,0,0,0,0,0,2,4,19.766666666666666
Crew_10605,5,0,0,0,0,0,0,0,0,0,0,0,2,4,12.033333333333333
Crew_10606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10608,4,0,0,0,0,0,0,0,0,0,0,0,0,3,6.1499999999999995
Crew_10610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10612,2,0,0,0,0,0,0,0,0,0,0,0,0,4,18.433333333333334
Crew_10613,2,0,0,0,0,0,0,0,0,0,0,0,4,4,13.283333333333333
Crew_10614,4,0,0,0,0,0,0,0,0,0,0,0,0,4,11.666666666666668
Crew_10615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10616,4,0,0,0,0,0,0,0,0,0,0,0,0,4,12.283333333333333
Crew_10618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10619,3,0,0,0,0,0,0,0,0,0,0,0,3,4,11.766666666666667
Crew_10621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10626,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10627,3,0,0,0,0,0,0,0,0,0,0,0,2,4,23.25
Crew_10628,6,0,0,0,0,0,0,0,0,0,0,0,0,3,10.65
Crew_10630,1,0,0,0,0,0,0,0,0,0,0,0,2,2,7.6
Crew_10631,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10632,4,0,0,0,0,0,0,0,0,0,0,0,0,3,10.549999999999999
Crew_10633,4,0,0,0,0,0,0,0,0,0,0,0,0,3,13.75
Crew_10634,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4166666666666665
Crew_10635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10638,2,0,0,0,0,0,0,0,0,0,0,0,2,4,16.083333333333332
Crew_10641,5,0,0,0,0,0,0,0,0,0,0,0,0,3,15.616666666666665
Crew_10642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10647,2,0,0,0,0,0,0,0,0,0,0,0,0,3,12.566666666666666
Crew_10649,6,0,0,0,0,0,0,0,0,0,0,0,3,3,10.816666666666666
Crew_10650,1,0,0,0,0,0,0,0,0,0,0,0,0,3,10.066666666666666
Crew_10652,1,0,0,0,0,0,0,0,0,0,0,0,0,3,13.3
Crew_10653,6,0,0,0,0,0,0,0,0,0,0,0,0,3,8.433333333333334
Crew_10654,2,0,0,0,0,0,0,0,0,0,0,0,0,4,11.65
Crew_10656,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7166666666666666
Crew_10657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10658,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10659,5,0,0,0,0,0,0,0,0,0,0,0,2,3,10.55
Crew_10660,3,0,0,0,0,0,0,0,0,0,0,0,1,3,10.566666666666666
Crew_10661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10662,1,0,0,0,0,0,0,0,0,0,0,0,0,3,14.916666666666668
Crew_10664,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9.916666666666666
Crew_10666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10669,6,0,0,0,0,0,0,0,0,0,0,0,0,2,9.616666666666667
Crew_10670,3,0,0,0,0,0,0,0,0,0,0,0,0,4,16.816666666666666
Crew_10672,5,0,0,0,0,0,0,0,0,0,0,0,0,4,13.950000000000001
Crew_10673,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15.083333333333336
Crew_10674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10676,1,0,0,0,0,0,0,0,0,0,0,0,0,3,12.7
Crew_10677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10678,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6.800000000000001
Crew_10679,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11.8
Crew_10680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10681,6,0,0,0,0,0,0,0,0,0,0,0,2,4,16.8
Crew_10683,2,0,0,0,0,0,0,0,0,0,0,0,0,3,16.866666666666667
Crew_10684,3,0,0,0,0,0,0,0,0,0,0,0,2,4,15.016666666666666
Crew_10685,4,0,0,0,0,0,0,0,0,0,0,0,0,3,11.133333333333333
Crew_10686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10687,3,0,0,0,0,0,0,0,0,0,0,0,0,4,11.383333333333333
Crew_10689,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7.35
Crew_10690,2,0,0,0,0,0,0,0,0,0,0,0,0,4,10.3
Crew_10691,7,0,0,0,0,0,0,0,0,0,0,0,0,5,27.9
Crew_10692,4,0,0,0,0,0,0,0,0,0,0,0,0,4,9.483333333333334
Crew_10696,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4.4
Crew_10697,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10698,5,0,0,0,0,0,0,0,0,0,0,0,0,3,6.916666666666666
Crew_10699,0,0,0,0,0,0,0,0,0,0,0,0,1,3,16.4
Crew_10701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10702,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.45
Crew_10703,1,0,0,0,0,0,0,0,0,0,0,0,0,3,13.95
Crew_10704,1,0,0,0,0,0,0,0,0,0,0,0,0,3,9.55
Crew_10706,2,0,0,0,0,0,0,0,0,0,0,0,0,2,12.116666666666667
Crew_10708,2,0,0,0,0,0,0,0,0,0,0,0,4,2,12.133333333333333
Crew_10709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10711,2,0,0,0,0,0,0,0,0,0,0,0,3,3,11.883333333333333
Crew_10712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10717,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10718,0,0,0,0,0,0,0,0,0,0,0,0,2,3,17.266666666666666
Crew_10719,2,0,0,0,0,0,0,0,0,0,0,0,1,3,12.233333333333334
Crew_10720,6,0,0,0,0,0,0,0,0,0,0,0,1,4,13.883333333333333
Crew_10721,1,0,0,0,0,0,0,0,0,0,0,0,0,3,9.816666666666666
Crew_10722,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10725,7,0,0,0,0,0,0,0,0,0,0,0,0,4,18.55
Crew_10726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10728,1,0,0,0,0,0,0,0,0,0,0,0,0,3,8.566666666666666
Crew_10730,2,0,0,0,0,0,0,0,0,0,0,0,2,2,12.666666666666666
Crew_10731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10733,5,0,0,0,0,0,0,0,0,0,0,0,2,5,15.033333333333333
Crew_10734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10736,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9.833333333333334
Crew_10737,5,0,0,0,0,0,0,0,0,0,0,0,0,3,12.3
Crew_10738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10739,1,0,0,0,0,0,0,0,0,0,0,0,0,3,15.583333333333332
Crew_10740,6,0,0,0,0,0,0,0,0,0,0,0,0,3,17.85
Crew_10741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10743,3,0,0,0,0,0,0,0,0,0,0,0,0,4,11.8
Crew_10745,2,0,0,0,0,0,0,0,0,0,0,0,3,2,11.45
Crew_10746,1,0,0,0,0,0,0,0,0,0,0,0,0,3,10.983333333333333
Crew_10747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10750,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10752,5,0,0,0,0,0,0,0,0,0,0,0,0,4,13.216666666666665
Crew_10754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10755,4,0,0,0,0,0,0,0,0,0,0,0,2,3,14.333333333333332
Crew_10756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10757,6,0,0,0,0,0,0,0,0,0,0,0,0,2,7.816666666666666
Crew_10758,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10759,1,0,0,0,0,0,0,0,0,0,0,0,0,3,9.666666666666666
Crew_10760,2,0,0,0,0,0,0,0,0,0,0,0,0,2,10.816666666666666
Crew_10762,1,0,0,0,0,0,0,0,0,0,0,0,4,2,12.616666666666667
Crew_10763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10764,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10765,1,0,0,0,0,0,0,0,0,0,0,0,0,2,14.766666666666667
Crew_10766,0,0,0,0,0,0,0,0,0,0,0,0,4,3,17.016666666666666
Crew_10767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10768,2,0,0,0,0,0,0,0,0,0,0,0,0,2,7.533333333333333
Crew_10769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10770,5,0,0,0,0,0,0,0,0,0,0,0,0,4,12.616666666666667
Crew_10771,1,0,0,0,0,0,0,0,0,0,0,0,0,3,10.866666666666667
Crew_10772,6,0,0,0,0,0,0,0,0,0,0,0,1,3,12.683333333333334
Crew_10776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10778,2,0,0,0,0,0,0,0,0,0,0,0,0,2,9.35
Crew_10779,2,0,0,0,0,0,0,0,0,0,0,0,0,4,11.35
Crew_10780,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10.583333333333334
Crew_10781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10782,2,0,0,0,0,0,0,0,0,0,0,0,0,3,11.95
Crew_10783,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13.616666666666667
Crew_10784,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10785,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Crew_10787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
